CODE;RAISON SOCIALE;ADRESSE;CP;VILLE;TEL.;FAX; EMAIL;ACTIF;REGLEMENT
AMP1;EURL AMPLI;PORTE DU GRAND LYON  ;1700;NEYRON;04.72.01.84.84;04.72.01.84.85;C.Ethan@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
EUROI;EURO FOOZ; LA BAJARDE ;69420;TUPIN ET SEMONS;04 74 59 58 34;;I.Sylvester@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
COP1;EURO SYSTEM;AVENUE MARECHAL JUIN  ;1000;BOURG EN BRESSE;01.42.26.39.39;;RPrescott@societe.fr@;Oui;CHEQUE A RECEPTION FACTURE
EUR01;EUROLYST;ZI BP 35  ;42153;RIORGES;04.77.71.15.22;04.77.71.37.01;R.Colt@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
TRA35;EURONEGOCE ;66 AV DES FRERES MONTGOLFIER  ;69740;GENAS;04 81 76 08 49;;U.Edward@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
TRA23;EUROP PRESTO;AGENCE DE LYON 35 RUE JULIETTE RECAMIER ;69006;LYON 06;04.69.73.10.47;04.72.75.90.46;G.Kermit@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
EFT0;EUROTEX;12 RUE JEAN MERLE  ;69120;VAULX EN VELIN;09.53.92.87.19;;L.Rigel@media.org;Oui;CHEQUE A RECEPTION FACTURE
EUR0;EUROVIGNE;LES ETOURNELLES CHATILLON  ;1200;BELLEGARDE;04.37.48.31.74;;X.Odysseus@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
BEN3;EXPERTIZ;106 RUE CHARLES SEVE ZI RIOTTIER ;69400;VILLEFRANCHE S/SAONE;04 74 68 15 73;04 74 62 95 83;COL;Oui;CHEQUE A RECEPTION FACTURE
ANT2;EXPORTIK;LE PLAN DE GEMENS  ;38780;ESTRABLIN;04.74.57.10.87;04.74.57.73.71;SDaquan@media.org.;Oui;CHEQUE A RECEPTION FACTURE
CEY0;EYZEAUX;ROUTE DE LEVEAU LES SERPAIZIERES ;38200;CHUZELLES;04 74 57 02 45;04 74 57 40 43;SAmos@societe.fr@;Oui;CHEQUE A RECEPTION FACTURE
FCE1;F C EURO;240 ROUTE DES BRUYERES  ;38140;CHARNECLES;04 76 91 45 77;04 76 65 28 46;CLamar@ets.com.;Oui;CHEQUE A RECEPTION FACTURE
FLS0;F.L.Sante;106 RUE CHARLES SEVE Z.A. DE RIOTTIER ;69400;VILLEFRANCHE/SAONE;04 74 68 15 73;04 74 62 95 83;MeghanG@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
BOU14;FACT'OLD;17 , RUE AMPERE  ;69680;CHASSIEU;04.78.90.24.90;04.78.90.26.90;W.Emerson@services.fr;Oui;CHEQUE A RECEPTION FACTURE
DIS0;FALKON LOGISTIQUE;IMPASSE DE LA GRANDE CHARRIERE ;69730;GENAY;04 78 91 38 14 ;;Cli,Castor@media.org;Oui;CHEQUE A RECEPTION FACTURE
BOOM0;FAM PRESTO;21 C RUE DE FONTANIERES  ;69100;VILLEURBANNE;;;A.Nicholas@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
FAM0;FAMOUS Ets;139 145 AV HENRI BARBUSSE  ;92700;COLOMBES;01.47.82.33.31;01.47.84.65.70;D.Orson@media.org;Oui;CHEQUE A RECEPTION FACTURE
FAT02;FATECOT; Z.I.MONTREYNAUD ;42000;SAINT-ETIENNE;04 77 92 18 37;;A.Alec@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
CGT0;FATTONI SA;26 RUE GAY LUSSAC B.P.  10 ;93631;CHENNEVIERES/MARNE CEDEX;01 45 93 26 36;01 45 93 38 80;BAidan@media.org@;Oui;CHEQUE A RECEPTION FACTURE
FAURE;FAURET LOCATION;AV MICHEL GRANDOU ;24737;TRELISSAC;;;Winifred.@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
FAU0;FAURIEZ SA; 7 RUE JEAN PERRIN ZI ;69740;GENAS;04.26.23.89.11;04.78.90.42.76;I.Zahir@ets.com;Oui;CHEQUE A RECEPTION FACTURE
FAVRE;FAVRE SAS;19, AVENUE CARNOT  ;69580;SATHONAY CAMP;;;D.Caldwell@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
CDF0;FC.  DIFFUSION;CHEMIN DE PRE SINDRUT  ;69970;CHAPONNAY;04 78 96 06 71;;D.Gray@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
FEB0;FEBRET;ZA VARAMBON  ;38370;SAINT CLAIR DU RHONE;04 74 56 43 73;04 74 56 38 37;;Oui;CHEQUE A RECEPTION FACTURE
FERL0;FERLAY TRAVAUX;36 B AV EDOUARD MILLAUD  ;69290;CRAPONNE;04.26.22.00.36;;;Oui;CHEQUE A RECEPTION FACTURE
FER2;FERRADO;13 RUE DE L' AVENIR  ;69740;GENAS;04.78.90.65.62;04.78.90.23.14;O.Kelly@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
FES0;FESSY; 31, COURS BRILLIER ;38200;VIENNE;04.74.85.27.02;;N.Quentin@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
PAL0;FINGER FRANCE;ZA DU BOIS SAINT PIERRE  ;38280;JANNEYRIAS;04.72.73.03.80;04.72.80.04.80;A.Thane@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
FIO1;FIOLAT; Z.I. LES PORTES DU NORD ;62820;LIBERCOURT;03 21 08 84 90;03 21 08 84 96;Jorden.@ets.com;Oui;CHEQUE A RECEPTION FACTURE
FIR1;FIRPLASTIC; CHARMACOT LE BAS ;61170;ST JUST D'AVRAY;04.74.71.53.82;IDEM;Sloane.@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
FIVE0;FIVET BTP;110 AV. DU GENERAL LECLERC  ;69300;CALUIRE ET CUIRE;04 26 40 32 32;04 78 08 89 63;Cameran.@trans.org;Oui;CHEQUE A RECEPTION FACTURE
TRA22;FLASH63;Z.I. GOUTTE VIGNOLE B.P.  29 ;69490;PONTCHARRA SUR TURDINE;04 74 63 49 11;04 74 05 02 20;Amanda.@orange.fr;Oui;CHEQUE A RECEPTION FACTURE
FLA0;FLAURAND; RUE MARCEL MERIEUX ;69961;CORBAS CEDEX;04.72.41.02.03;04.72.41.05.79;V.Cairo@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
BAI5;FLEURS JOLY;RUE ALPHONSE MATHEVET  ;69700;ST ANDEOL LE CHATEAU;06 11 09 83 66;;A.Kieran@media.org;Oui;CHEQUE A RECEPTION FACTURE
ALG1;FLEX01; 1489 ROUTE DE GENEVE ;1120;DAGNEUX;04 78 97 41 03;;J.Peter@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
FLO1;FLORIT;5, RUE DU CANAL  ;69100;VILLEURBANNE;04.72.04.62.29;04.72.04.41.62;LEmery@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
FLU0;FLUET PL;380 RTE MONT PELAT  ;32290;BIZONNE;04.74.92.22.35;04.74.92.33.78;S.Griffin@ets.com;Oui;CHEQUE A RECEPTION FACTURE
LAFF0;FOND TRS;71 AVENUE JEAN JAURES  BP 80;69922;OULLINS CEDEX;04.78.10.59.21;04.78.10.73.40;MActon@groupe.com@;Oui;CHEQUE A RECEPTION FACTURE
ADS0;FONDATION MLP;ZONE DES TALLIAS  ;43600;ST SIGOLENE;04.71.75.63.43;04.71.75.63.69;M.Blake@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
FONT0;FONTAINE SAS; 16 RUE AMPERE ;69680;CHASSIEU;04.72.10.46.04;IDEM;Daria.@export.com;Oui;CHEQUE A RECEPTION FACTURE
FOR0;FOREBENNE;LE TERMIN 579 ROUTE DE LAGNIEU ;1137;BLYES;04.74.46.52.55;04.74.46.52.55;H.Omar@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
FORU0;FORUM SUD;LE NIGUET  ;69100;RONTALON;04 78 48 54 87;04 78 19 14 38;G.Hayes@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
BOU11;FOUCOUD;LES BOURSES  ;3300;CREUZIER LE NEUF;;;F.Vance@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
FOU5;FOURIER SA ;174 AVE JEAN JAURES BP 7092 ;69348;LYON CEDEX 07;07.78.58.06.79;04.72.76.76.78;R.Ciaran@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
FRA14;FRADONIN;35 ROUTE D'HERY  ;74540;ALBY S/CHERAN;04.37.68.26.92;04.37.68.46.32;C.Driscoll@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
RGT0;FRANCE LIGNE PRESTO;ZAC DES RONSIERES RUE HENRI POURRAT ;63100;AULNAT;04.73.60.36.00;;C.Noble@media.org;Oui;CHEQUE A RECEPTION FACTURE
FRAN0;FRANNA;612 RUE DENIS PAPIN - BP 73 ZI DE LERIER ;73291;LA MOTTE SERVOLEX;;;I.Hasad@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
CHA0;FRAYT;6E AV NO200 PARC D ACTIVITES SYNERGIE VAL DE LOIRE ;41030;MEUNG SUR LOIRE;02.38.22.15.15;02.38.22.02.32;Z.Castor@services.fr;Oui;CHEQUE A RECEPTION FACTURE
REG2;FREGOLA;LES GIRARDOTS  ;89116;PRECY S/VRIN;03.22.73.42.74;;K.Henry@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
FRET0;FRET SUD;53 RUE EMILE DECORPS  ;69100;VILLEURBANNE;04.72.91.38.38;04.72.91.38.39;D.Xanthus@media.org;Oui;CHEQUE A RECEPTION FACTURE
FRE2;FRETINE;3, ALLEE DU LEVANT PARC D'ACTIVITE ;61190;LA TOUR DE SALVAGNY;04.78.48.00.18;04.78.48.88.36;Kat,Sylvester@services.fr;Oui;CHEQUE A RECEPTION FACTURE
FRIG0;FRIGO SUD;  ROUTE DE CHOISY ;74330;LA BALME DE SILLINGY;04.37.68.70.06;;P.Knox@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
FRIG1;FRIGPRESTO;RUE RENE CASSIN  ;39300;CHAMPAGNOLE;03 84 52 03 38;03 84 52 41 18;H.Carter@ets.com;Oui;CHEQUE A RECEPTION FACTURE
FRUI0;;BP 11 1 AVENUE KONRAD ADENAUER;59435;RONCQ CEDEX;04.77.43.37.37;04.77.43.37.35;G.Craig@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
DEM5;FUGONET;AVENUE FELIX ROZIER Z.I. ;26400;CREST;04 75 25 02 82;04 75 25 13 10;Kerry.Hammett@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
DIS2;FUSALP;21 RUE FRANCINE FROMONT  ;69120;VAULX EN VELIN;04 78 80 38 82;04 78 80 39 66;Portia.Steven@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
AUSS0;FUSSERT ETS;64-66 RUE DES VARENNES B.P. 37396 ;95943;ROISSY C. DE GAULLE;01 49 90 80 21;01 49 90 80 35;S.Jameson@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
CHA14;G.D.I TRAVAUX;70, RUE FRANKLIN  ;69120;VAULX EN VELIN;04 78 80 71 03;04 78 80 37 04;K.Rajah@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
GMT0;G.M.O Ets;ZA LA CRAY  ;25420;VOUJEAUCOURT;03.81.11.29.31;;;Oui;CHEQUE A RECEPTION FACTURE
GPE0;G.P.E. TRANS;54  RUE RASPAIL  ;69137;DECINES CHARPIEU;06 60 10 58 64;;Brynne.@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
HAL0;GALLOIS SA;PORTE DU GRAND LYON  ;1700;NEYRON;04.72.01.84.84;;R.Conan@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
GAL1;GALSIBON ;75 RUE DU GENERAL DE GAULLE  ;28190;ST GEORGES SUR EURE;02 26 26 77 26;02 37 26 75 43;E.Tad@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
GAM0;GAMATRAN;1237 B LES PIERRES BLANCHES  ;69360;ST LAURENT D'AGNY;4;;H.Amir@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
SGA0;GAMI SUD;  ;71480;CONDAL;03.85.76.66.23;03.85.76.60.06;N.Vaughan@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
GAM1;GAMYDRO;60, ROUTE DE DOLE BP 22 ;71380;SAINT MARCEL;03.85.42.42.42;;D.Duncan@media.org;Oui;CHEQUE A RECEPTION FACTURE
ARC2;GARCI SAS;1-3 ROUTE DE LYON  BP 340 ;38523;ST EGREVE CEDEX;04.76.75.07.54;04.76.75.18.45;G.Jamal@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
GAR3;GARCINI;RUE DE L'INDUSTRIE  ;63600;AMBERT;04.73.82.41.41;04.73.82.59.67;H.Emmanuel@ets.com;Oui;CHEQUE A RECEPTION FACTURE
BAR2;GARDERIN;ZI DES FOSSES BLANCHES BP 574 SEVREY ;71323;CHALON S/SAONE CEDEX;03.85.94.22.00;03.85.94.22.01;Christen.Gannon@gmail.com;Oui;
BAR10;GARDIETTO  BTP;55 IMPASSE DU PAN PERDU ZI LES VERCHERES ;38540;ST JUST CHALEYSSIN;04.26.28.39.90;04.37.65.76.45;I.Ulysses@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
BAR6;GARDIETTO ETS;ZI DE CORBAS 20 AVENUE DE MONTMARTIN ;69960;CORBAS;04.72.23.46.46;04.78.21.96.95;M.Akeem@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GAR5;GARFRET SAS;34 RUE CASIMIR PERRIER BAT. C1 ;69002;LYON;04 78 38 65 53;04 78 37 09 71;MCarter@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
XXXX;GASPOLI;65 AVENUE JANVIER PASSERO  ;6210;MANDELIEU LA NAPOULE;04.93.93.28.36;04.92.97.13.66;C.Ishmael@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
HAR0;GASSNER IDF ;13.RUE DE L'AVENIR  ;69740;GENAS;04.78.90.65.62;04.78.90.23.14;D.Hamish@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
CGA01;GASTRONOM;18 CHEMIN DES LANDES  ;69630;CHAPONOST;04.78.45.11.32;;I.Tyler@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GAU0;GAUCHER Ets;138 ROUTE DE RIOTTIER B.P. 210 ;69658;VILLEFRANCHE/SAONE CEDEX;04 74 02 77 77;04 74 02 77 71;M.Chase@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
GAU1;GAUTHIER SUD;91 CHEMIN DES ROCHES  ;69380;LOZANNE;04 26 90 63 21;06 85 13 60 84;W.Hammett@media.org;Oui;CHEQUE A RECEPTION FACTURE
CLA1;GAVERIEZ;CHEMIN DE LA CAGELE PARC  ;69237;NEUVILLE SUR SAONE;04.78.91.61.81;04.78.91.60.36;06.08.46.77.49;Oui;CHEQUE A RECEPTION FACTURE
GAY0;GAYETEAU;DOMAINE DE SOMMERY BP 62 ;71120;VAUDEBARBIER;03.85.24.27.37;03.85.88.33.90;I.Kareem@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
GCF1;GC FRET;QUARTIER ST JEAN BP 53 ;84130;LE PONTET;04.90.31.30.17;04.90.31.42.80;F.Jamal@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
GCT0;GC TRANS;ZAC DES CORBEGES RUE DE LA VANOISE ;69960;CORBAS;04.72.39.03.62;04.78.37.96.65;N.Vaughan@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
GC01;GCV GROUPE;BP 39  ;62437;BAPAUME;03.21.24.67.05;03.21.24.67.19;T.Jonah@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
BEN01;GENIERE BTP; 13 IMPASSE D'AUVERGNE ;61100;ST PRIEST;04 78 67 27 69;;contact@deltrans.fr;Oui;CHEQUE A RECEPTION FACTURE
GRE0;GERBERT;2, RUE CAVALE  ;80320;CHAULNES;;;S.Tarik@ent.org;Oui;CHEQUE A RECEPTION FACTURE
GER3;GERENTEZ S.A.;ECHIGEY  ;21000;DIJON;;;G.Hunter@ets.com;Oui;CHEQUE A RECEPTION FACTURE
PER4;GEREZ TRAVAUX;7 RUE NEUVE  ;69001;LYON;;;L.Lionel@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
GEN2;GERILLON ;33 RUE ERNEST RENAN  ;69120;VAULX EN VELIN;;;Gay.Austin@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GER2;GERVASON; 132, AVENUE PAUL SANTY ;69008;LYON;04.78.76.30.93;;O.Zahir@trans.org;Oui;CHEQUE A RECEPTION FACTURE
FRI0;GETRANS SAS; 41 BOULEVARD DE SCHWEIGHOUSE;69530;BRIGNAIS;04.78.05.55.87;IDEM;H.Kenneth@orange.fr;Oui;CHEQUE A RECEPTION FACTURE
GER1;GEVRET;CHEMIN DES CHATAIGNIERS  ;61100;SAINT-PRIEST;06.19.11.08.53;04 78 90 64 49;N.Yardley@export.com;Oui;CHEQUE A RECEPTION FACTURE
GFS0;GFS PRESTO;205 AVE CHARLES DE GAULLE  ;69160;TASSIN LA DEMI LUNE;04.78.34.14.18;04.78.34.88.99;L.Fritz@services.fr;Oui;CHEQUE A RECEPTION FACTURE
GHI0;GHIDO SA;;3320;ELCHE  (ALICANTE);;;ICaleb@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
LOG1;GICOLAS;7, RUE TOUSSAIN FERON  ;73713;PARIS;01 36 24 15 16;;D.Jin@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
CMB0;GIDIS SAS;26 Z.I. DE PANCHETTA B.P. 741 ;20167;MEZZAVIA;;;Sacha.@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GOI0;GIFFON SAS;359 RUE GARIBPOLI  ;69007;LYON;04.78.72.12.78;04.72.73.38.88;G.Micah@media.org;Oui;CHEQUE A RECEPTION FACTURE
GUI5;GIGNAN;16,CHEMIN DES MURIERS  ;69740;GENAS;04.72.90.01.37;04.72.90.01.10;Charde.Graiden@societe.fr;Oui;
GNEA;GINEA TRAVAUX ;4 CHEMIN DES ORANGES  ;69780;ST PIERRE DE CHANDIEU;04.72.48.45.99;04.72.79.35.67;Quin.Vance@ets.com;Oui;CHEQUE A RECEPTION FACTURE
FIO0;GIORINI SAS;21 RUE JOLIOT CURIE  ;69780;MIONS;04.26.25.13.13;04.37.25.13.14;;Oui;CHEQUE A RECEPTION FACTURE
GIR4;GIRAUD IDF;41 ter AVENUE DU PROGRES  ;69680;CHASSIEU;04 78 00 83 69;04 78 74 15 54;Kylee.Elliott@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
GIR5;GIRAUDON ALPES;ZA RUE DE LA TOUQUES  ;61230;GACE;02 33 36 16 17;02 33 36 16 00;O.Zane@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
GIR2;GIRAUDY;55 ALLEE DE LA HALLE ;42337;LA TALAUDIERE;04.77.53.99.99;04.77.53.99.76;M.Darius@ets.com;Oui;CHEQUE A RECEPTION FACTURE
GIB1;GIRBOULET TP;1315 ROUTE DE SAIN BELIEUX  ;69280;MARCY L'ETOILE;04.78.87.18.58;04 78 87 82 96;F.Melvin@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
TENN0;GLENNANT SA;10 RUE NOUVELLE  ;69680;CHASSIEU;;;Claire.Stuart@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
LAN3;GLORYS  SAS;ZONE DE L'OUSSON  ;1300;BELLEY;04.79.42.05.06;04.79.87.97.91;A.Vernon@media.org;Oui;CHEQUE A RECEPTION FACTURE
CARG0;GO VILLEURBANNE;1 CHEMIN DE MONINSABLE  ;69530;BRIGNAIS;04 72 66 25 25;;G.Peter@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
GOBBA;GOBBAL; 69 RUE GORGE DE LOUP ;69009;LYON;04-72-53-04-45;04-78-83-34-72;M.Kennedy@ets.com;Oui;CHEQUE A RECEPTION FACTURE
GOD0;GODELOUX;  ;69;LYON;;;H.Matthew@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
CARG1;GOTEC  FRANCE SAS;1012 RUE NATIONALE BP 77 ;69400;VILLEFRANCHE SUR SAONE;04.74.09.43.53;04.74.60.40.43;Lesley.@ent.org;Oui;CHEQUE A RECEPTION FACTURE
GOR0;GOUX GLS; 105 AVENUE DU PROGRES ;69680;CHASSIEU;04.78.90.09.00;;ATobias@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
GPS0;GPS ALPES;30 RUE DES PEUPLIERS ZI DU PETIT NANTERRE ;92000;NANTERRE;01.56.05.20.00;01.56.05.20.11;JKamal@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
CAS0;GRAND'ALT;58 AVENUE DE VERDUN  ;69540;IRIGNY;04 78 10 17 55;;Isabelle.Cedric@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
GRA3;GRANIER TRAVAUX ;196, ROUTE DE GRENOBLE  ;61100;SAINT PRIEST;04.78.90.85.21;04.78.90.84.11;Sybil.Byron@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GRA4;GRANVIER ;231 AVE GENERAL DE GAULLE BP 37 ;69530;BRIGNAIS CEDEX;04.78.05.30.36;04.78.05.39.69;Dora.Barrett@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
GRA2;GRAVISSARD;2 AVE DE L'AUNETTE - BP 9  ;91131;RIS ORANGIS CEDEX;;;Selma.Lee@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
ALG2;GRELLY;2 RUE DE VEGA Z.I. BELLE ETOILE ;36470;CARQUEFOU;02.40.30.10.20;02.40.30.25.67;CArmando@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
GL0;GRIMAGE;BP 60079 ;91223;BRETIGNY S/ORGE;01-60-76-85-43;01-60-76-85-40;STobias@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
CGF0;GRIP FIL;17, AVENUE DU 24 AOUT 1936 BP 337 ;69960;CORBAS;04 72 23 66 10;04 78 20 13 56;HGrady@ent.org;Oui;CHEQUE A RECEPTION FACTURE
RIV1;GRIVOIRE ;26 RUE D'ARSONVAL  ;69680;CHASSIEU;04 78 90 01 28;04 78 90 80 73;Tatyana.Colin@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
GTRA;GT ALPES;365 AVENUE DE LA GARE  ;1540;VONNAS FRANCE;04.74.37.24.34;04.74.37.24.42;Jescie.Brian@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
GT0;GTRAILERS ;ZI DE MAYENCIN  ;38;GIERES;04.76.63.06.06;;Danielle.Drew@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
GT1;GT-TRAILERS ;135 RUE DE LA CHAMPAGNE Z.I. LYON NORD ;69730;GENAY;04.78.91.20.04;04.78.91.49.36;Abra.Ali@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GUEV0;GUAINVIL; 2 RUE GAY LUSSAC ;13310;ST MARTIN DE CRAU;04.90.18.80.00;04.90.18.80.09;Aileen.Valentine@ent.org;Oui;CHEQUE A RECEPTION FACTURE
GUA0;GUARDIOZ;RTE DE MOMANS  ;1240;ST ANDRE LE BOUCHOUX;06.26.36.96.27;04.78.79.09.71;AUpton@ets.com;Oui;CHEQUE A RECEPTION FACTURE
GUE3;GUEPPEY; 31 RUE D'ARSENAL ;61100;ST PRIEST;06 08 10 41 25;04 78 72 33 14;GVictor@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
DRU2;GUET PRESTO;42 AVENUE LOUIS PASTEUR  ;22230;GELLAINVILLE;02 26 91 10 10;02 37 28 43 34;TAlec@trans.org;Oui;CHEQUE A RECEPTION FACTURE
GAT0;GUIGARDIN;16 RUE MONTRIBLOUD  ;69160;TASSIN LA DEMI LUNE;659622416;;YIgnatius@orange.fr;Oui;CHEQUE A RECEPTION FACTURE
GUI4;GUISET ; 32 RUE AMPERE ;69780;ST PIERRE DE CHANDIEU;06 61 09 62 77;;PTroy@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GUI6;GUISNET;139 RUE ALEXANDRE BERARD  ;1370;AMBERIEU EN BUGEY;04.74.38.12.99;;Jenette.Salvador@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
GUE4;GUOURRY;ZI 68 AV DE LATTRE DE TASSIGNY ;39100;DOLE;02.84.82.26.76;02.84.72.72.45;;Oui;CHEQUE A RECEPTION FACTURE
GUY2;GUYAN;Z.I. 13 RUE DE L'AVENIR ;69740;GENAS;;;Gretchen.Castor@media.org;Oui;CHEQUE A RECEPTION FACTURE
PER2;H.2.PRESTA;17 RUE DU PATURAL  ;63;LE CENDRE;;;Juliet.Stone@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
BAH01;HABRI TRANSPORT;100 RUE D'ANVERS  ;69007;LYON;04.72.54.90.62;04.72.54.89.64;LHedley@export.com;Oui;CHEQUE A RECEPTION FACTURE
HDJ0;HADJ-IDF;6 RUE DU PONT A LUNETTES  ;69390;VOURLES;04 72 67 06 36;04 72 67 04 05;LStewart@services.fr;Oui;CHEQUE A RECEPTION FACTURE
BOU8;HAGGER;PARC CADERA SUD AVENUE ARIANE  BAT. E ;33700;MERIGNAC;05 56 34 64 04;05 56 34 64 05;HReed@groupe.com;Oui;CHEQUE A RECEPTION FACTURE
BENB0;HAKI'BEN;71 BIS ROUTE DE CORBAS  ;69780;MIONS;;;04.37.25.04.39;Oui;CHEQUE A RECEPTION FACTURE
CAL0;HALCAIRE;1629 ROUTE DE GENEVE  ;1120;LA BOISSE;04 78 06 58 33;;ADennis@media.org;Oui;CHEQUE A RECEPTION FACTURE
CHA01;HALIN Ets;385 RUE DES BARRONIERES  ;1700;BEYNOST;04.78.55.27.69;;Audrey.Eagan@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
CHAR0;HALL PENAY;ROUTE DE BRETTEN  ;68780;SOTTE LE BAS;04.72.90.95.53;04.72.90.95.40;LMaxwell@societe.fr;Oui;CHEQUE A RECEPTION FACTURE
CHA3;HALLANIERE;35 RUE PAUL VERLAINE  ;61100;SAINT-PRIEST;06 10 47 52 17;04 72 79 73 43;Noelle.Kibo@ets.com;Oui;CHEQUE A RECEPTION FACTURE
BAC0;HALL'CHASSE;ZA ACTIVAL 1 IMPASSE DE L'ORGE ;32290;CHABONS;04.76.65.05.28;04.76.65.04.79;Kylie.Leonard@gmail.fr;Oui;CHEQUE A RECEPTION FACTURE
BOU04;HALLIER TRAVAUX;5 PETITE RUE DE LA PLAINE  ;38300;BOURGOIN JALLIEU;04 74 43 66 66;04 74 93 37 37;Erica.Rigel@wanadoo.fr;Oui;CHEQUE A RECEPTION FACTURE
HALL0;HALLIES;5 RUE DU CALVAIRE C.R.T LESQUIN - B.P 219 ;59018;LILLE CEDEX;03.20.60.72.27;03.20.60.73.32;Tana.Joel@gmail.com;Oui;CHEQUE A RECEPTION FACTURE
AND0;HANDRE SAS;61 B RUE MARCEL MERIEUX  ;69280;SAINTE CONSORCE;04.78.87.83.19;;Cherokee.Christian@ets.com;Oui;CHEQUE A RECEPTION FACTURE
HAP0;HAPPELOS  S.A.;LES QUATRES CHEMINS - RN7  ;83340;FLASSANS SUR ISSOLE;04.94.26.05.05;04.94.59.61.65;Vivien.Tiger@sfr.fr;Oui;CHEQUE A RECEPTION FACTURE
BAR8;HARDERO BTP;BP 17 - RN 10 LES DOUTARDES ;22530;NAINTRE;05.49.90.04.46;05.49.90.02.77;Francesca.Dexter@trans.org;Oui;CHEQUE A RECEPTION FACTURE
